time,ax,ay,az,atotal
6.8816869258880615,0.11,0.1,0.51,0.53
6.886378049850464,0.13,0.22,0.57,0.62
6.897679090499878,0.18,0.18,0.56,0.61
6.906329870223999,0.2,0.09,0.42,0.47
6.916226148605347,0.07,-0.15,0.23,0.28
6.946358919143677,-0.16,-0.26,0.08,0.31
6.9476158618927,-0.09,-0.01,0.09,0.12
6.948567152023315,0.07,-0.03,0.11,0.13
6.965971946716309,0.04,-0.03,0.11,0.12
6.966730833053589,0.09,-0.02,0.18,0.2
6.981684923171997,0.06,0.08,0.27,0.28
6.986256837844849,-0.15,0.29,0.28,0.43
6.997720956802368,-0.28,0.31,0.22,0.47
7.005888938903809,-0.44,0.28,0.18,0.55
7.0158209800720215,-0.47,0.42,0.23,0.67
7.046572923660278,-0.31,0.35,0.18,0.5
7.0477941036224365,-0.1,0.16,0.2,0.27
7.048693895339966,-0.03,0.1,0.18,0.2
7.066260099411011,-0.01,-0.01,0.08,0.08
7.067497968673706,0.05,0.09,0.08,0.13
7.081927061080933,0.07,0.21,0.06,0.22
7.085754156112671,-0.1,0.22,0.02,0.24
7.097434043884277,-0.13,0.21,0.03,0.24
7.105529069900513,-0.02,0.3,0.2,0.36
7.115401029586792,0.06,0.43,0.3,0.52
7.146962881088257,0.18,0.37,0.35,0.54
7.14821982383728,0.28,0.22,0.33,0.48
7.149172067642212,0.22,0.1,0.31,0.39
7.166259050369263,0.03,-0.06,0.13,0.14
7.167505979537964,-0.01,-0.05,0.15,0.15
7.181813955307007,-0.01,0.14,0.18,0.22
7.185305833816528,0.01,0.03,0.18,0.18
7.197546005249023,0.0,0.09,0.19,0.21
7.205183982849121,0.02,0.08,0.21,0.22
7.21501898765564,0.0,-0.07,0.11,0.13
7.2469470500946045,0.06,-0.09,0.1,0.14
7.248154878616333,0.14,0.03,0.16,0.21
7.249045133590698,0.14,0.01,0.21,0.25
7.265761137008667,0.14,-0.06,0.17,0.22
7.266574144363403,0.13,-0.18,0.14,0.26
7.2818169593811035,0.0,-0.26,0.1,0.27
7.284808874130249,0.05,-0.2,0.13,0.24
7.297507047653198,0.1,-0.12,0.21,0.26
7.304819822311401,0.01,-0.19,0.14,0.23
7.314682960510254,-0.03,-0.14,0.21,0.25
7.3459250926971436,-0.04,0.07,0.32,0.33
7.347153902053833,-0.02,0.07,0.31,0.31
7.348017930984497,-0.08,-0.05,0.22,0.23
7.36578106880188,-0.08,0.01,0.21,0.22
7.36663293838501,-0.01,0.05,0.15,0.15
7.381577968597412,0.06,0.05,0.15,0.16
7.384449005126953,0.04,0.12,0.11,0.16
7.394389867782593,0.0,-0.06,0.01,0.06
7.404413938522339,-0.08,-0.28,-0.03,0.29
7.41439414024353,-0.07,-0.21,0.03,0.22
7.445269823074341,0.04,0.0,0.15,0.15
7.446316957473755,-0.04,0.09,0.09,0.13
7.447447061538696,-0.11,0.01,0.01,0.11
7.465703964233398,-0.07,0.04,-0.01,0.08
7.466603994369507,0.02,0.21,0.05,0.21
7.481888055801392,-0.06,0.41,0.08,0.42
7.484033823013306,-0.1,0.23,0.04,0.25
7.49763298034668,-0.15,-0.13,-0.1,0.22
7.504099130630493,0.02,-0.21,-0.01,0.21
7.514280080795288,0.2,-0.06,0.17,0.26
7.543473958969116,0.19,-0.07,0.17,0.26
7.544595956802368,0.03,-0.12,0.11,0.16
7.545410871505737,-0.09,-0.03,0.05,0.1
7.553746938705444,0.0,0.03,0.07,0.07
7.563665151596069,0.0,0.07,0.0,0.07
7.573561906814575,-0.02,0.13,-0.02,0.13
7.583745956420898,-0.08,0.16,0.02,0.18
7.593608140945435,-0.16,0.12,-0.03,0.2
7.603760004043579,-0.15,0.05,0.01,0.15
7.613692045211792,-0.17,0.03,0.06,0.18
7.643618822097778,-0.1,-0.01,0.16,0.18
7.644528150558472,-0.02,0.06,0.24,0.24
7.645305871963501,0.11,0.15,0.29,0.34
7.653461933135986,0.17,0.1,0.22,0.29
7.663224935531616,0.05,-0.03,0.07,0.09
7.6734020709991455,-0.02,-0.08,-0.01,0.08
7.683118104934692,-0.01,-0.09,-0.02,0.09
